price,rating,review_count,image_count,description_length,room_size,distance,wifi,ac,food,fake_listing
18945,4.45,262,7,308,226,8.83,0,0,0,0
10052,4.94,270,6,261,324,2.97,0,0,0,0
6654,4.64,37,4,233,262,3.42,0,1,1,0
21743,2.84,202,5,219,88,9.05,1,1,1,0
18600,2.32,223,3,184,515,2.37,1,1,0,0
11636,2.34,346,8,159,235,11.0,1,1,0,0
9441,2.87,477,13,389,193,3.58,1,1,1,0
24431,3.84,51,2,472,246,13.7,0,1,0,0
24587,4.41,80,1,339,567,13.55,0,1,1,0
12667,4.7,355,6,428,516,4.76,1,0,1,0
15149,3.87,210,12,457,302,1.71,0,1,1,0
4798,2.02,6,1,304,270,9.37,1,1,1,0
12600,2.56,362,12,32,252,7.0,1,0,0,0
24675,2.3,44,5,45,336,2.58,0,0,1,0
8495,3.09,314,10,41,529,8.21,1,0,0,0
12900,3.5,377,7,368,580,14.89,0,0,0,0
16673,2.13,276,2,95,156,1.5,0,1,0,0
14130,3.05,411,2,385,305,4.33,1,1,0,0
18222,2.54,258,2,111,305,8.31,0,0,0,0
4300,3.94,141,0,348,155,12.0,0,1,1,0
12435,3.39,257,8,394,112,0.77,1,1,0,0
22481,3.49,284,4,285,148,11.13,0,0,0,0
7616,3.28,401,8,67,494,2.53,1,1,0,0
19393,4.87,36,4,189,527,12.54,0,1,0,0
13617,2.64,428,6,365,441,10.54,0,1,1,0
8752,3.55,44,0,264,449,7.12,1,1,0,0
12852,4.21,407,8,247,478,12.41,1,0,1,0
9295,3.67,119,0,206,199,11.13,0,0,0,0
24199,4.79,45,14,456,127,11.51,1,1,1,0
20456,3.13,139,3,187,147,4.71,0,1,0,0
6225,3.39,52,6,222,418,9.48,0,1,0,0
4316,2.27,300,10,465,164,2.55,1,1,1,0
15337,3.83,287,14,25,456,12.4,0,0,1,0
9807,2.86,273,11,151,464,8.14,0,1,1,0
6683,2.48,268,8,264,355,12.46,1,0,1,0
10227,3.63,387,0,110,284,3.56,1,1,0,0
6273,3.6,278,11,330,144,2.39,1,1,0,0
3145,2.23,61,13,145,158,10.49,1,1,0,0
8010,4.09,53,12,491,404,1.35,0,0,1,0
19035,3.87,457,10,472,457,4.04,0,0,0,0
6040,2.57,438,14,261,425,13.68,0,1,1,0
12654,3.41,68,12,268,514,2.42,0,1,1,0
19866,4.16,241,5,406,457,5.95,0,0,0,0
22563,3.59,423,10,26,94,14.21,0,1,0,0
20633,3.19,269,9,107,533,0.79,1,1,1,0
20014,2.97,251,10,105,272,6.96,1,0,0,0
17996,3.83,353,14,415,312,11.9,0,0,1,0
19336,4.82,283,4,374,342,13.68,0,0,1,0
11853,4.02,455,2,164,525,11.17,0,1,0,0
14695,2.22,463,9,470,133,13.38,1,1,1,0
5852,3.38,350,1,350,83,1.0,0,1,1,0
19014,4.67,70,0,217,336,1.95,1,1,0,0
3987,2.28,322,14,382,440,11.2,0,1,0,0
10622,4.97,412,1,183,319,11.42,1,0,0,0
12160,4.85,99,11,164,561,9.28,0,0,1,0
20484,2.23,60,12,361,540,11.09,1,1,1,0
9652,4.8,102,3,20,217,12.94,1,1,1,0
10421,3.09,451,5,139,530,8.41,1,1,1,0
24400,4.53,392,11,86,403,14.24,0,1,1,0
3769,3.26,118,4,483,552,10.57,0,0,1,0
20727,3.32,16,13,374,556,7.34,1,1,1,0
17114,3.9,304,3,481,272,6.61,0,1,0,0
7358,4.32,190,7,68,386,11.38,1,0,0,0
14543,2.1,211,11,326,300,9.64,1,1,1,0
21733,3.78,77,6,346,251,12.35,1,1,0,0
8699,2.56,45,13,493,239,11.82,1,1,0,0
20625,3.04,92,3,395,251,8.1,0,1,1,0
4125,3.04,376,9,446,142,14.21,0,0,1,0
13793,3.41,12,12,387,144,10.71,1,1,0,0
9764,3.0,227,12,306,248,3.41,1,1,1,0
24485,2.32,300,4,43,160,9.47,1,1,1,0
15323,2.44,436,11,230,347,3.43,0,1,1,0
16031,2.1,16,9,312,459,8.6,1,0,0,0
17052,3.41,302,4,468,152,11.95,0,0,0,0
15640,4.86,61,2,492,411,12.28,1,1,1,0
10843,2.35,433,12,82,267,9.94,0,1,0,0
17210,4.84,42,8,75,104,11.86,1,0,0,0
19456,4.2,67,10,477,307,7.35,1,1,0,0
24856,3.91,379,4,37,197,8.48,0,0,1,0
13106,3.94,211,11,381,524,13.25,0,1,1,0
8189,4.48,202,12,468,187,7.65,1,0,1,0
5472,2.32,489,9,432,321,5.59,1,1,1,0
20091,3.51,213,1,96,560,12.06,1,1,1,0
21188,4.09,108,12,279,582,1.23,1,1,1,0
9704,3.76,455,14,140,577,14.4,1,0,1,0
6713,4.5,283,3,415,135,5.43,0,1,1,0
8051,2.22,428,11,203,228,9.63,1,1,0,0
13756,4.07,424,3,67,390,10.44,0,0,1,0
5475,3.6,93,4,166,200,2.49,0,1,0,0
6610,3.14,224,7,301,105,12.43,0,0,0,0
7255,3.02,224,4,383,191,8.8,0,1,1,0
17484,3.86,238,0,313,590,5.25,1,1,0,0
4735,4.67,117,1,99,102,12.83,1,0,1,0
11258,3.49,419,14,255,343,9.56,1,1,1,0
10979,4.47,90,2,428,195,11.89,0,0,0,0
5428,3.21,339,2,459,559,14.89,1,0,1,0
15345,2.31,288,9,477,386,2.39,0,0,0,0
10426,2.18,280,5,248,310,11.37,1,0,0,0
11533,2.15,491,8,303,571,11.49,1,0,0,0
8249,3.14,490,9,80,199,13.18,1,0,0,0
24675,3.01,18,0,239,365,6.42,1,1,1,0
22201,4.15,174,5,364,486,13.11,0,1,1,0
23258,4.23,468,8,108,437,9.78,0,0,1,0
12686,2.15,105,3,454,231,1.5,1,0,1,0
17109,2.66,288,9,415,404,0.96,1,0,0,0
23595,2.82,247,2,283,325,7.48,0,1,0,0
3661,3.64,322,12,247,394,11.89,0,1,0,0
15075,2.43,141,5,397,241,6.07,0,0,1,0
17788,2.4,462,5,122,448,12.85,0,0,1,0
13060,4.83,416,12,461,264,7.64,0,0,0,0
18836,4.41,297,1,107,355,0.88,0,0,1,0
13526,2.54,469,14,42,515,14.62,1,1,1,0
6374,3.22,192,4,312,339,7.6,0,0,0,0
3207,3.07,350,0,286,324,9.93,0,1,1,0
5665,4.37,302,12,36,417,3.39,0,1,0,0
21877,3.53,290,8,495,129,4.81,1,0,1,0
3632,2.38,372,8,459,351,7.52,1,0,0,0
6083,4.22,467,2,456,314,12.91,1,0,1,0
16711,3.19,415,4,470,385,1.98,1,0,1,0
13123,2.79,438,14,405,556,11.81,0,1,0,0
23103,3.13,437,2,304,567,8.9,0,1,0,0
10123,3.49,331,6,332,159,7.75,0,1,1,0
13754,3.03,434,12,181,365,13.21,0,0,1,0
4679,2.73,207,14,97,177,2.21,1,1,0,0
18901,3.2,442,0,141,557,14.87,1,0,1,0
3236,2.06,455,14,131,485,12.89,0,0,1,0
10446,4.32,247,4,258,334,5.22,1,0,0,0
7443,2.51,141,5,229,566,7.05,1,1,0,0
18463,2.13,401,13,368,273,0.86,0,0,1,0
11555,3.96,383,10,21,595,8.15,1,0,0,0
21752,4.32,310,11,399,543,8.44,0,0,0,0
19669,4.44,221,13,222,583,13.94,1,1,0,0
3148,3.48,224,6,306,115,6.12,0,1,1,0
16395,2.62,353,2,136,95,8.77,0,0,1,0
23421,4.21,183,6,388,152,11.24,0,1,1,0
7895,4.1,363,3,480,399,9.32,0,1,0,0
24664,2.74,304,9,319,324,2.76,0,1,0,0
20396,4.71,481,10,402,274,2.99,1,0,0,0
14023,2.31,187,13,365,168,2.51,0,1,1,0
13699,4.95,112,5,459,218,3.66,0,0,0,0
12715,4.58,180,4,457,476,5.26,1,1,0,0
22169,4.06,198,3,456,563,11.23,1,1,0,0
23109,4.82,389,5,133,466,1.38,1,1,1,0
19163,4.17,69,12,93,447,12.4,1,0,0,0
23960,2.57,85,11,479,537,4.31,0,0,1,0
8782,3.33,391,2,260,501,9.39,0,1,1,0
21792,2.21,484,2,489,311,8.52,1,0,0,0
19724,3.17,398,4,321,423,2.73,1,1,1,0
5817,4.22,409,10,73,217,4.67,1,1,1,0
18096,3.16,38,4,178,453,4.79,0,1,1,0
21880,2.99,130,8,486,516,9.55,0,1,1,0
8299,3.79,440,14,128,234,11.93,1,0,1,0
12917,4.62,9,3,299,598,14.95,1,0,1,0
21073,2.14,2,4,172,194,1.89,0,0,1,0
6267,3.16,477,11,182,171,14.11,0,0,0,0
7406,2.47,301,8,76,425,8.64,1,1,1,0
20826,4.09,149,3,347,170,5.67,0,0,0,0
13382,2.32,66,12,344,477,4.63,1,0,1,0
7437,3.99,192,14,233,184,3.53,1,0,1,0
8435,2.86,96,14,47,358,8.58,1,0,0,0
7107,2.6,18,2,223,91,14.22,0,1,0,0
3560,4.81,483,6,52,386,3.14,0,0,1,0
15329,2.06,317,6,328,443,6.82,0,0,0,0
24932,3.31,97,7,141,397,3.46,1,1,1,0
4826,2.06,56,3,35,293,3.05,1,1,1,0
14421,3.45,350,3,173,393,13.07,1,1,1,0
15265,3.5,106,13,415,534,4.3,1,1,0,0
10629,2.96,87,13,362,478,4.1,1,0,1,0
11325,2.4,459,8,237,301,13.69,1,1,1,0
22522,3.13,140,9,124,341,6.1,1,1,0,0
10693,4.02,143,6,96,575,0.63,1,1,1,0
11264,4.35,399,2,106,209,10.96,0,0,1,0
15686,3.59,370,14,50,238,8.0,1,0,0,0
16716,3.77,374,12,119,370,11.72,1,0,0,0
9721,2.6,51,8,174,168,8.77,1,0,1,0
23609,2.86,211,12,311,411,5.59,0,0,0,0
22362,2.49,40,4,334,585,1.47,0,1,1,0
10373,2.75,303,3,125,209,13.06,1,0,0,0
8907,2.67,90,0,490,286,3.5,0,0,0,0
19127,3.56,38,8,249,439,14.58,1,0,1,0
8656,3.69,12,5,22,138,4.06,0,1,1,0
11984,4.83,387,10,241,175,12.49,0,1,0,0
23643,2.59,95,1,140,325,11.94,1,1,1,0
11286,3.93,108,12,179,538,7.21,0,1,1,0
8901,4.45,103,6,290,224,6.32,1,0,0,0
7917,3.68,353,2,350,389,10.7,1,1,0,0
11429,2.77,230,14,213,460,8.16,0,1,1,0
17716,2.79,42,5,237,432,9.66,0,1,0,0
18795,2.12,208,7,210,364,7.32,1,0,0,0
14138,2.92,87,2,271,581,8.58,1,0,1,0
5530,4.23,92,12,245,337,3.24,1,0,1,0
21344,2.14,173,11,20,131,1.3,1,1,1,0
20432,2.66,475,11,478,295,5.66,0,0,1,0
8772,4.12,125,4,152,525,7.25,0,0,0,0
18476,4.35,108,13,109,302,13.64,1,1,1,0
21913,3.37,46,5,25,184,6.5,1,0,0,0
18751,4.09,213,0,263,462,6.79,1,0,1,0
5964,3.16,91,9,152,193,10.29,1,1,0,0
10137,2.48,180,6,135,148,3.5,1,0,0,0
20347,3.19,408,3,92,444,13.14,1,0,1,0
19920,3.74,40,9,175,123,6.7,1,0,0,0
16891,4.84,258,10,230,290,14.0,0,0,0,0
10340,2.21,120,14,88,355,4.43,0,1,1,0
10967,3.52,76,6,490,186,7.25,1,1,1,0
15415,2.99,94,6,319,558,11.78,0,0,1,0
14871,3.52,268,10,163,284,8.56,1,0,0,0
14916,2.07,360,4,218,198,10.09,0,1,0,0
11734,2.94,17,7,225,565,4.57,1,0,0,0
3845,4.46,292,7,425,188,5.26,1,0,0,0
22420,3.66,170,4,220,533,7.86,1,1,0,0
5494,3.35,161,4,258,318,3.44,0,0,0,0
15677,2.86,464,6,426,87,2.33,0,0,1,0
22103,2.89,310,5,446,591,12.74,0,0,1,0
21268,3.15,51,3,87,122,11.74,1,1,0,0
15330,4.51,468,1,190,473,14.01,0,0,1,0
23733,4.9,35,7,429,211,9.01,1,1,1,0
8179,3.32,437,2,316,473,6.59,1,0,1,0
9610,3.18,186,1,89,277,1.99,1,0,0,0
9430,4.54,369,11,306,543,12.83,0,1,0,0
10154,3.28,247,14,36,200,7.12,0,0,0,0
16828,3.66,51,9,156,379,8.64,0,1,1,0
13145,2.69,487,6,238,299,5.05,0,1,1,0
9488,4.23,18,9,330,173,8.1,0,1,0,0
24121,3.6,395,5,25,371,11.84,0,0,1,0
6850,4.43,91,7,217,232,10.83,1,1,0,0
20073,4.34,138,12,467,501,14.84,1,0,0,0
16564,2.65,303,13,151,237,7.69,0,1,1,0
24559,4.15,356,5,382,349,8.18,1,1,1,0
8078,4.4,219,6,470,336,1.26,1,1,1,0
15168,3.04,98,1,363,594,6.15,1,0,0,0
8448,2.52,235,9,203,316,13.87,0,0,1,0
20563,2.01,206,13,37,524,5.58,0,1,1,0
12074,3.35,143,1,435,250,11.61,0,1,1,0
9406,3.06,492,5,232,349,14.68,1,1,1,0
11800,3.66,198,8,67,146,2.34,0,0,0,0
17083,2.56,302,13,48,87,5.34,1,0,1,0
4638,4.58,322,2,435,527,7.38,0,0,0,0
13340,2.77,286,10,172,214,3.94,1,0,0,0
4382,2.68,331,9,351,104,0.68,0,0,1,0
4403,3.44,263,13,257,544,7.29,1,0,1,0
12011,3.5,216,13,338,453,8.28,1,1,0,0
6292,2.65,188,12,284,275,9.57,1,1,0,0
12011,2.82,43,7,218,481,12.49,0,1,1,0
3419,2.51,433,14,33,201,4.17,0,1,1,0
15411,4.16,290,4,295,288,1.39,1,0,0,0
7517,4.31,459,12,487,380,1.8,0,1,1,0
22686,3.39,188,5,29,594,7.71,0,0,0,0
18422,4.14,468,5,158,118,13.87,0,1,1,0
12700,4.21,473,10,186,285,14.74,0,1,1,0
8693,2.41,438,11,166,491,3.47,1,1,0,0
3767,4.9,193,9,422,412,2.7,1,1,0,0
21428,4.46,269,10,264,287,5.63,1,1,0,0
17818,2.61,365,12,446,484,7.23,1,1,0,0
4549,2.56,259,2,464,467,12.22,1,1,0,0
12956,2.38,400,10,89,566,11.73,1,0,0,0
9140,2.42,238,10,347,461,13.88,1,1,1,0
13837,4.24,111,4,340,350,12.94,0,1,1,0
6716,3.41,68,11,426,516,6.86,1,1,1,0
7481,4.35,407,0,123,509,0.78,1,1,1,0
9548,4.24,48,1,248,424,3.93,1,1,0,0
21677,3.81,310,9,335,228,9.35,0,0,0,0
7837,4.06,454,14,157,471,7.77,0,1,0,0
10758,2.06,150,2,338,266,3.98,1,0,0,0
13900,2.94,238,3,405,99,2.41,1,0,1,0
10993,3.91,336,12,55,417,3.63,0,0,1,0
8542,2.03,395,8,137,452,4.27,0,0,1,0
17828,2.1,394,0,274,146,13.08,1,1,1,0
19052,4.56,114,2,332,518,10.8,1,1,0,0
5385,4.05,74,2,469,141,8.51,1,1,1,0
17308,2.8,97,12,354,565,0.8,1,0,0,0
23652,4.06,382,14,39,164,12.41,1,1,1,0
3671,4.38,110,12,317,485,8.51,1,1,1,0
3163,2.92,356,5,40,474,9.6,1,1,0,0
11656,2.11,369,4,497,255,1.45,0,1,1,0
14234,4.8,284,2,275,438,12.32,1,1,0,0
23976,3.04,255,3,267,370,12.56,0,0,1,0
7795,2.32,317,10,491,209,13.31,0,0,0,0
13634,3.48,308,6,469,558,8.16,0,0,1,0
7798,4.31,116,2,185,343,6.21,1,1,0,0
21739,2.66,175,8,489,582,1.56,0,1,1,0
13749,2.81,227,7,368,239,3.31,0,0,1,0
8827,2.73,346,12,274,160,3.77,1,1,0,0
7719,4.98,105,1,97,492,1.41,1,1,1,0
3593,2.59,341,4,472,554,2.74,1,1,0,0
24223,3.73,383,13,299,97,13.36,1,1,1,0
10394,4.78,449,3,301,148,8.41,1,1,0,0
17056,2.44,238,11,405,209,11.59,1,0,0,0
22877,4.91,99,12,449,389,4.49,1,0,1,0
13636,4.84,175,4,384,566,2.45,1,1,1,0
22056,4.65,349,2,53,94,5.91,1,1,1,0
23584,2.64,442,9,465,575,12.0,1,1,1,0
3016,3.9,454,14,490,265,4.81,0,0,1,0
6191,4.28,440,10,444,496,3.47,1,0,0,0
3392,4.96,248,0,118,511,0.82,0,0,1,0
9272,2.54,75,7,162,145,9.55,0,0,1,0
19955,4.3,2,8,74,160,6.82,1,1,0,0
6631,3.02,80,7,22,115,4.25,1,0,0,0
9172,2.53,360,3,351,96,8.04,1,0,1,0
12312,3.26,287,11,441,593,10.66,1,1,0,0
23281,4.38,7,1,454,112,4.09,0,0,0,0
21663,3.39,86,3,420,428,9.33,1,1,0,0
11906,3.61,485,13,238,459,4.27,0,0,1,0
20159,4.99,285,8,230,587,14.81,0,1,1,0
21631,3.2,398,9,324,346,11.12,1,0,1,0
19462,3.85,73,8,168,596,9.24,1,1,1,0
11080,3.1,438,4,251,564,3.0,0,1,0,0
10099,3.18,122,4,107,426,9.0,1,1,0,0
23310,4.09,376,9,427,522,12.11,1,0,0,0
17916,4.81,293,2,230,457,11.19,1,0,0,0
10083,3.63,142,13,242,437,11.78,1,1,1,0
12223,4.31,157,14,315,289,5.11,1,0,1,0
7940,2.27,429,5,167,121,5.26,1,0,0,0
22655,2.63,447,6,226,92,8.31,1,1,0,0
6456,3.51,409,11,379,568,4.54,0,0,1,0
10788,2.06,370,14,438,266,2.14,1,1,0,0
5711,2.76,108,9,451,142,7.19,0,1,0,0
14280,3.55,333,13,246,415,0.53,0,0,0,0
21052,2.04,194,14,436,154,11.53,1,1,0,0
19531,2.79,35,11,379,228,11.37,1,0,0,0
15089,3.54,89,8,203,286,8.5,1,1,1,0
13142,3.72,461,6,60,320,11.34,0,1,1,0
19749,4.78,414,2,201,314,9.56,0,1,1,0
18587,3.94,461,11,63,204,10.61,1,0,0,0
12866,3.24,295,12,229,336,1.44,1,0,1,0
7531,4.79,329,6,356,171,13.28,1,1,0,0
15686,4.35,200,12,475,286,9.84,1,1,0,0
8330,2.6,45,0,269,496,9.35,0,0,1,0
8510,2.39,487,1,103,367,6.11,0,1,0,0
11964,4.03,106,3,158,294,0.91,0,1,1,0
9493,3.68,169,6,497,591,13.57,0,0,1,0
13759,4.37,145,14,494,447,14.79,0,1,0,0
8439,4.22,355,8,250,480,12.21,1,1,1,0
17473,3.88,419,14,417,280,13.77,0,0,1,0
12765,4.96,459,4,445,364,2.25,1,0,0,0
16279,3.6,177,14,482,142,2.37,0,1,0,0
9511,2.34,60,7,31,440,13.25,0,0,0,0
14483,4.48,423,6,487,266,1.33,1,1,1,0
20630,2.76,2,4,292,562,1.85,0,0,1,0
23223,4.33,81,12,109,450,12.34,1,1,1,0
5376,4.87,262,2,481,100,8.58,1,1,1,0
22393,4.09,286,2,44,387,6.18,1,1,0,0
14824,3.79,320,12,45,125,8.53,1,0,0,0
21211,3.38,94,5,450,273,13.24,0,0,1,0
9979,3.09,63,9,172,136,11.48,0,0,1,0
12832,3.06,245,10,492,536,10.53,1,1,0,0
15504,3.91,76,3,79,412,14.66,1,0,1,0
23669,4.25,476,2,79,95,8.06,0,0,0,0
9910,4.04,258,3,302,592,0.59,0,0,0,0
17089,2.6,92,2,190,229,6.72,1,0,0,0
5196,3.48,290,12,95,292,1.9,1,1,1,0
23131,4.37,270,14,295,470,2.19,1,0,0,0
8978,3.43,20,11,466,360,4.2,1,0,1,0
24991,3.61,61,14,227,421,6.03,0,1,0,0
20153,4.31,338,14,428,416,7.48,1,1,1,0
3780,3.98,411,9,174,154,2.96,0,0,0,0
12908,3.23,259,10,199,172,5.02,1,0,1,0
9303,4.69,236,10,101,194,4.51,1,1,1,0
17686,2.49,140,12,29,500,5.8,0,1,0,0
6983,4.99,462,11,262,192,2.07,0,0,0,0
12503,2.36,434,5,197,447,6.26,0,0,0,0
19905,2.04,431,12,305,139,8.54,0,0,0,0
16070,4.67,166,6,276,361,1.91,1,0,0,0
15232,2.73,479,3,329,316,8.05,1,1,1,0
7583,4.19,66,2,23,124,11.46,1,1,1,0
8946,4.43,349,2,234,276,0.62,1,1,1,0
24325,4.58,57,10,410,578,1.19,0,1,1,0
19377,4.97,211,2,49,528,7.26,1,0,0,0
10128,2.88,129,8,365,274,13.16,0,1,0,0
14889,4.13,497,10,84,274,14.97,1,1,0,0
15275,2.35,24,10,143,389,1.85,1,0,0,0
5461,3.22,10,13,304,468,0.77,0,1,0,0
17291,4.54,256,13,172,514,3.82,1,1,1,0
17036,3.1,303,11,59,575,7.28,1,0,0,0
14435,3.77,368,14,45,280,8.79,0,1,1,0
3685,3.51,431,2,292,376,14.62,0,1,1,0
21544,3.94,393,2,178,573,13.38,0,0,0,0
15258,4.92,80,7,208,410,8.65,1,0,0,0
24725,2.17,285,3,283,340,5.74,0,0,1,0
18990,3.72,418,6,88,134,5.16,0,1,1,0
19422,4.59,369,2,20,361,8.8,1,1,1,0
13736,3.44,18,7,98,521,10.96,0,1,0,0
7875,2.24,109,2,247,338,7.48,1,0,0,0
20640,3.68,436,4,346,225,4.91,0,1,0,0
14182,3.0,33,0,65,470,9.39,1,1,1,0
5196,2.46,287,11,127,452,8.59,0,0,1,0
10165,4.55,331,4,494,124,6.7,0,0,1,0
18997,3.56,490,5,374,476,11.35,0,1,0,0
17215,4.8,254,6,143,341,4.59,0,0,1,0
3301,4.42,125,1,494,558,7.53,1,0,0,0
20030,4.08,208,1,167,564,14.13,0,0,0,0
17571,2.02,133,13,485,595,10.98,1,0,0,0
12951,3.28,498,8,443,565,6.13,1,1,0,0
23714,2.59,396,14,271,545,8.42,1,1,0,0
13773,4.73,486,14,21,545,6.38,0,0,1,0
19140,2.52,85,9,241,101,2.13,0,1,0,0
22921,2.86,74,0,208,475,5.36,0,0,0,0
16057,3.55,447,1,497,288,12.98,0,0,1,0
15500,2.79,134,1,90,224,7.19,1,0,1,0
23942,2.63,300,14,378,499,8.98,1,0,1,0
18921,3.8,172,12,352,428,3.13,1,0,0,0
14870,2.27,212,14,116,384,5.67,0,0,0,0
7082,2.17,320,9,251,123,13.97,1,1,0,0
16718,3.12,349,6,49,186,5.06,1,1,1,0
23567,4.16,18,5,49,229,4.13,1,0,0,0
13517,3.66,498,8,234,343,1.31,1,1,1,0
6754,3.27,118,10,192,189,1.91,1,0,1,0
4724,3.7,302,14,299,97,8.98,0,1,0,0
4376,3.1,301,6,487,415,10.07,1,1,1,0
11706,4.81,284,2,495,318,9.8,1,1,1,0
11894,2.16,226,2,459,407,8.33,1,0,0,0
21037,4.02,211,0,230,373,7.62,1,1,0,0
21450,4.67,355,7,336,492,1.55,1,0,0,0
19406,4.41,188,0,416,540,12.69,0,0,0,0
21844,2.55,486,10,144,160,7.94,1,0,0,0
8926,2.89,320,13,99,334,2.41,0,1,0,0
9251,4.15,150,1,203,442,2.47,0,0,0,0
12496,2.25,222,10,34,536,7.94,0,1,1,0
6300,4.44,127,11,30,522,4.05,0,1,1,0
11553,4.16,247,6,415,317,13.87,0,1,1,0
6727,4.19,50,0,361,340,7.73,1,0,0,0
19898,2.3,190,11,108,352,14.69,1,0,0,0
19832,4.15,482,3,22,359,11.15,0,1,1,0
9019,4.04,499,8,43,229,12.26,0,0,0,0
18463,4.49,494,7,108,231,6.14,0,1,1,0
24727,2.12,236,14,28,91,2.44,0,0,0,0
13047,2.07,21,10,495,93,10.5,1,1,0,0
14754,3.12,109,13,65,590,6.4,1,0,0,0
5520,2.45,326,12,113,524,14.26,0,1,0,0
6081,3.68,32,7,90,397,3.31,1,0,0,0
4428,4.75,126,11,207,317,9.58,0,0,1,0
6967,3.17,364,2,158,153,13.06,1,1,1,0
9445,4.53,355,4,29,513,6.34,0,0,1,0
17566,2.0,43,14,22,377,14.33,1,1,1,0
17042,2.51,6,3,38,375,1.61,1,0,1,0
14329,2.09,127,10,149,93,9.01,0,1,1,0
5159,2.98,90,11,420,474,11.77,0,1,0,0
8132,4.72,129,7,240,270,3.43,1,0,0,0
21931,2.29,16,10,149,500,1.34,0,1,0,0
22363,3.82,320,6,456,185,1.66,0,1,0,0
17933,3.35,185,13,419,473,5.13,1,0,1,0
13473,4.82,109,6,132,517,3.74,0,1,0,0
22033,2.37,285,9,157,86,3.75,0,0,0,0
13805,2.64,469,9,471,160,7.15,1,1,0,0
6083,2.09,347,6,62,564,1.73,0,0,1,0
20421,3.3,480,0,237,436,14.93,1,1,1,0
16944,2.83,409,12,77,390,10.59,1,1,0,0
22873,4.61,162,14,132,585,0.94,0,0,1,0
10604,3.81,446,6,207,598,10.53,0,1,1,0
18379,3.84,74,3,141,528,11.98,0,1,1,0
22018,3.6,198,11,427,364,3.27,1,1,0,0
6983,2.28,411,2,479,361,12.68,0,1,1,0
4778,3.34,408,12,104,153,9.37,1,1,0,0
8110,5.0,444,11,125,124,12.4,0,1,1,0
24573,4.51,360,12,419,536,10.89,1,1,1,0
15087,4.68,286,14,375,486,10.72,0,1,1,0
20508,4.47,181,4,118,172,2.79,1,1,0,0
20081,2.31,450,1,28,401,5.08,0,1,1,0
5179,2.68,96,7,25,545,8.09,0,0,0,0
12596,2.01,50,11,127,406,2.13,1,0,0,0
8251,2.91,313,11,468,494,7.44,1,0,1,0
12235,2.33,33,8,481,578,6.96,1,0,0,0
21313,3.42,442,4,171,519,3.86,1,0,0,0
17871,4.03,20,2,413,511,3.4,1,1,0,0
4013,4.62,183,9,357,407,4.09,1,1,0,0
19610,4.25,292,6,256,336,9.27,0,1,1,0
4828,4.82,63,0,476,153,6.52,1,0,0,0
10909,2.16,496,9,46,313,6.5,0,0,1,0
8588,2.04,402,2,138,337,3.14,1,1,0,0
16109,3.98,123,8,230,308,11.92,1,1,0,0
5023,2.87,100,1,119,324,10.66,1,1,1,0
24350,2.76,118,10,22,506,6.72,1,1,0,0
17537,2.99,340,13,313,535,2.56,1,0,1,0
8891,2.81,77,8,476,552,10.86,0,0,0,0
4080,3.53,457,10,349,253,13.53,0,0,1,0
8036,3.32,180,0,348,154,3.08,1,0,1,0
18379,3.54,198,3,36,178,9.24,0,1,0,0
13822,4.02,476,11,125,592,6.65,0,1,0,0
5563,3.16,446,9,249,203,1.77,1,1,1,0
6292,2.75,359,12,323,196,11.02,1,1,0,0
6586,2.5,189,5,196,422,1.53,1,0,1,0
19087,3.05,327,14,446,312,10.68,0,1,0,0
19100,4.23,102,12,103,208,4.58,1,1,0,0
23815,4.27,332,6,282,453,8.7,0,0,0,0
9643,4.0,365,14,215,315,2.83,0,1,1,0
6959,2.7,274,14,268,269,5.88,1,1,1,0
14005,3.76,458,2,401,247,2.01,0,0,0,0
13775,3.71,129,8,477,370,7.28,0,0,0,0
3161,3.45,240,3,168,420,3.59,1,1,0,0
19029,3.65,133,4,225,474,3.22,1,0,1,0
19977,3.48,156,7,428,553,2.05,1,1,1,0
17226,3.7,424,14,100,218,11.6,0,1,1,0
14154,4.15,434,11,208,270,9.77,1,1,1,0
15080,2.33,388,14,431,598,2.78,1,0,1,0
6390,4.25,424,13,225,130,7.35,0,1,1,0
8997,2.41,317,2,327,377,10.08,0,1,0,0
15693,2.2,157,7,288,151,13.23,1,1,1,0
20047,4.93,358,13,309,335,1.36,0,1,1,0
12324,4.87,189,13,402,388,5.75,1,1,1,0
3541,2.18,99,10,380,170,9.43,0,1,0,0
24817,3.33,410,0,470,228,0.73,0,0,0,0
8093,2.56,433,7,407,109,4.03,0,0,0,0
16428,3.46,465,13,319,541,11.3,1,0,0,0
14166,4.49,51,12,401,464,5.66,0,0,0,0
20251,4.85,48,14,274,597,1.73,0,1,0,0
19063,3.9,445,10,418,452,9.59,0,1,0,0
13258,3.06,99,10,487,276,4.13,1,0,0,0
19044,3.81,443,14,27,269,10.67,0,0,1,0
8469,2.94,381,11,133,158,13.55,1,0,0,0
9256,4.73,250,9,24,151,8.15,1,0,1,0
13720,4.61,373,7,469,122,9.19,1,1,0,0
4169,3.67,463,5,495,212,7.96,1,0,1,0
3830,2.97,53,4,361,185,12.35,1,1,1,0
4651,2.88,374,8,92,436,4.0,0,1,1,0
20520,2.1,388,5,367,87,6.32,0,1,1,0
22194,4.45,136,14,140,422,13.48,1,0,0,0
12518,3.35,161,0,321,516,10.99,1,0,0,0
16258,2.98,353,11,468,159,5.14,0,0,1,0
